itemId,res,levelRequire,equipType,equipPos,quality,equipHole,maxStar,effect,equipSet,materialExp,resID,staticAttrType1,staticAttrValMin1,staticAttrValMax1,staticAttrType2,staticAttrValMin2,staticAttrValMax2,staticAttrType3,staticAttrValMin3,staticAttrValMax3,randomRuleId1,randomRuleId2,randomRuleId3,randomRuleId4,randomRuleId5,refreshcoin,refreshstone
10551508,764,55,2,6,5,5,5,,55151,370,764,13,2,160,0,0,0,0,0,0,555,553,,,,613,6
10551509,765,55,3,7,5,5,5,,55152,370,765,2,5193,7792,0,0,0,0,0,0,555,553,,,,1232,12
10551510,766,55,3,8,5,5,5,,55152,370,766,3,5193,7792,0,0,0,0,0,0,555,553,,,,1232,12
10551511,767,55,3,7,5,5,5,,55153,370,767,11,2,22,0,0,0,0,0,0,555,553,,,,1232,12
10551512,768,55,3,8,5,5,5,,55153,370,768,16,2,74,0,0,0,0,0,0,555,553,,,,1232,12
10551513,769,55,3,7,5,5,5,,55154,370,769,9,74,160,0,0,0,0,0,0,555,553,,,,1232,12
10551514,770,55,3,8,5,5,5,,55154,370,770,10,74,160,0,0,0,0,0,0,555,553,,,,1232,12
10601101,771,60,1,1,1,1,1,,,80,771,4,735,1108,6,735,1108,0,0,0,,,,,,,
10601102,772,60,1,1,1,1,1,,,80,772,4,735,1108,6,735,1108,0,0,0,,,,,,,
10601103,773,60,1,1,1,1,1,,,80,773,4,735,1108,6,735,1108,0,0,0,,,,,,,
10601104,774,60,2,2,1,1,1,,60111,80,774,1,22284,33430,0,0,0,0,0,0,,,,,,,
10601105,775,60,2,3,1,1,1,,60111,80,775,5,511,772,0,0,0,0,0,0,,,,,,,
10601106,776,60,2,4,1,1,1,,60111,80,776,27,735,1478,29,735,1478,30,735,1478,,,,,,,
10601107,777,60,2,5,1,1,1,,60111,80,777,7,511,772,0,0,0,0,0,0,,,,,,,
10601108,778,60,2,6,1,1,1,,60111,80,778,13,1,62,0,0,0,0,0,0,,,,,,,
10601109,779,60,3,7,1,1,1,,60112,80,779,2,2221,3334,0,0,0,0,0,0,,,,,,,
10601110,780,60,3,8,1,1,1,,60112,80,780,3,2221,3334,0,0,0,0,0,0,,,,,,,
10601111,781,60,3,7,1,1,1,,60113,80,781,11,1,2,0,0,0,0,0,0,,,,,,,
10601112,782,60,3,8,1,1,1,,60113,80,782,16,1,26,0,0,0,0,0,0,,,,,,,
10601113,783,60,3,7,1,1,1,,60114,80,783,9,26,62,0,0,0,0,0,0,,,,,,,
10601114,784,60,3,8,1,1,1,,60114,80,784,10,26,62,0,0,0,0,0,0,,,,,,,
10601201,785,60,1,1,2,2,2,,,150,785,4,882,1329,6,882,1329,0,0,0,602,601,,,,,
10601202,786,60,1,1,2,2,2,,,150,786,4,882,1329,6,882,1329,0,0,0,602,601,,,,,
10601203,787,60,1,1,2,2,2,,,150,787,4,882,1329,6,882,1329,0,0,0,602,601,,,,,
10601204,788,60,2,2,2,2,2,,60121,150,788,1,26740,40116,0,0,0,0,0,0,602,601,,,,,
10601205,789,60,2,3,2,2,2,,60121,150,789,5,613,926,0,0,0,0,0,0,602,601,,,,,
10601206,790,60,2,4,2,2,2,,60121,150,790,27,882,1773,29,882,1773,30,882,1773,602,601,,,,,
10601207,791,60,2,5,2,2,2,,60121,150,791,7,613,926,0,0,0,0,0,0,602,601,,,,,
10601208,792,60,2,6,2,2,2,,60121,150,792,13,1,74,0,0,0,0,0,0,602,601,,,,,
10601209,793,60,3,7,2,2,2,,60122,150,793,2,2665,4000,0,0,0,0,0,0,602,601,,,,,
10601210,794,60,3,8,2,2,2,,60122,150,794,3,2665,4000,0,0,0,0,0,0,602,601,,,,,
10601211,795,60,3,7,2,2,2,,60123,150,795,11,1,2,0,0,0,0,0,0,602,601,,,,,
10601212,796,60,3,8,2,2,2,,60123,150,796,16,1,31,0,0,0,0,0,0,602,601,,,,,
10601213,797,60,3,7,2,2,2,,60124,150,797,9,31,74,0,0,0,0,0,0,602,601,,,,,
10601214,798,60,3,8,2,2,2,,60124,150,798,10,31,74,0,0,0,0,0,0,602,601,,,,,
10601301,799,60,1,1,3,3,3,,,230,799,4,1108,1660,6,1108,1660,0,0,0,603,601,,,,2221,22
10601302,800,60,1,1,3,3,3,,,230,800,4,1108,1660,6,1108,1660,0,0,0,603,601,,,,2221,22
10601303,801,60,1,1,3,3,3,,,230,801,4,1108,1660,6,1108,1660,0,0,0,603,601,,,,2221,22
10601304,802,60,2,2,3,3,3,,60131,230,802,1,33430,50145,0,0,0,0,0,0,603,601,,,,735,7
10601305,803,60,2,3,3,3,3,,60131,230,803,5,772,1154,0,0,0,0,0,0,603,601,,,,735,7
10601306,804,60,2,4,3,3,3,,60131,230,804,27,1108,2221,29,1108,2221,30,1108,2221,603,601,,,,735,7
10601307,805,60,2,5,3,3,3,,60131,230,805,7,772,1154,0,0,0,0,0,0,603,601,,,,735,7
10601308,806,60,2,6,3,3,3,,60131,230,806,13,1,104,0,0,0,0,0,0,603,601,,,,735,7
10601309,807,60,3,7,3,3,3,,60132,230,807,2,3334,5006,0,0,0,0,0,0,603,601,,,,1478,14
10601310,808,60,3,8,3,3,3,,60132,230,808,3,3334,5006,0,0,0,0,0,0,603,601,,,,1478,14
10601311,809,60,3,7,3,3,3,,60133,230,809,11,1,3,0,0,0,0,0,0,603,601,,,,1478,14
10601312,810,60,3,8,3,3,3,,60133,230,810,16,1,37,0,0,0,0,0,0,603,601,,,,1478,14
10601313,811,60,3,7,3,3,3,,60134,230,811,9,37,104,0,0,0,0,0,0,603,601,,,,1478,14
10601314,812,60,3,8,3,3,3,,60134,230,812,10,37,104,0,0,0,0,0,0,603,601,,,,1478,14
10601401,813,60,1,1,4,4,4,,,310,813,4,1478,2221,6,1478,2221,0,0,0,604,602,,,,2221,22
10601402,814,60,1,1,4,4,4,,,310,814,4,1478,2221,6,1478,2221,0,0,0,604,602,,,,2221,22
10601403,815,60,1,1,4,4,4,,,310,815,4,1478,2221,6,1478,2221,0,0,0,604,602,,,,2221,22
10601404,816,60,2,2,4,4,4,,60141,310,816,1,44572,66864,0,0,0,0,0,0,604,602,,,,735,7
10601405,817,60,2,3,4,4,4,,60141,310,817,5,1030,1549,0,0,0,0,0,0,604,602,,,,735,7
10601406,818,60,2,4,4,4,4,,60141,310,818,27,1478,2964,29,1478,2964,30,1478,2964,604,602,,,,735,7
10601407,819,60,2,5,4,4,4,,60141,310,819,7,1030,1549,0,0,0,0,0,0,604,602,,,,735,7
10601408,820,60,2,6,4,4,4,,60141,310,820,13,2,134,0,0,0,0,0,0,604,602,,,,735,7
10601409,821,60,3,7,4,4,4,,60142,310,821,2,4449,6681,0,0,0,0,0,0,604,602,,,,1478,14
10601410,822,60,3,8,4,4,4,,60142,310,822,3,4449,6681,0,0,0,0,0,0,604,602,,,,1478,14
10601411,823,60,3,7,4,4,4,,60143,310,823,11,2,4,0,0,0,0,0,0,604,602,,,,1478,14
10601412,824,60,3,8,4,4,4,,60143,310,824,16,2,62,0,0,0,0,0,0,604,602,,,,1478,14
10601413,825,60,3,7,4,4,4,,60144,310,825,9,62,134,0,0,0,0,0,0,604,602,,,,1478,14
10601414,826,60,3,8,4,4,4,,60144,310,826,10,62,134,0,0,0,0,0,0,604,602,,,,1478,14
10601501,827,60,1,1,5,5,5,,,390,827,4,2067,3104,6,2067,3104,0,0,0,605,603,,,,2221,22
10601502,828,60,1,1,5,5,5,,,390,828,4,2067,3104,6,2067,3104,0,0,0,605,603,,,,2221,22
10601503,829,60,1,1,5,5,5,,,390,829,4,2067,3104,6,2067,3104,0,0,0,605,603,,,,2221,22
10601504,830,60,2,2,5,5,5,,60151,390,830,1,62407,93610,0,0,0,0,0,0,605,603,,,,735,7
10601505,831,60,2,3,5,5,5,,60151,390,831,5,1447,2169,0,0,0,0,0,0,605,603,,,,735,7
10601506,832,60,2,4,5,5,5,,60151,390,832,27,2067,4152,29,2067,4152,30,2067,4152,605,603,,,,735,7
10601507,833,60,2,5,5,5,5,,60151,390,833,7,1447,2169,0,0,0,0,0,0,605,603,,,,735,7
10601508,834,60,2,6,5,5,5,,60151,390,834,13,2,192,0,0,0,0,0,0,605,603,,,,735,7
10601509,835,60,3,7,5,5,5,,60152,390,835,2,6231,9350,0,0,0,0,0,0,605,603,,,,1478,14
10601510,836,60,3,8,5,5,5,,60152,390,836,3,6231,9350,0,0,0,0,0,0,605,603,,,,1478,14
10601511,837,60,3,7,5,5,5,,60153,390,837,11,2,26,0,0,0,0,0,0,605,603,,,,1478,14
10601512,838,60,3,8,5,5,5,,60153,390,838,16,2,88,0,0,0,0,0,0,605,603,,,,1478,14
10601513,839,60,3,7,5,5,5,,60154,390,839,9,88,192,0,0,0,0,0,0,605,603,,,,1478,14
10601514,840,60,3,8,5,5,5,,60154,390,840,10,88,192,0,0,0,0,0,0,605,603,,,,1478,14
10651101,841,65,1,1,1,1,1,,,80,841,4,882,1329,6,882,1329,0,0,0,,,,,,,
10651102,842,65,1,1,1,1,1,,,80,842,4,882,1329,6,882,1329,0,0,0,,,,,,,
10651103,843,65,1,1,1,1,1,,,80,843,4,882,1329,6,882,1329,0,0,0,,,,,,,
10651104,844,65,2,2,1,1,1,,65111,80,844,1,26740,40116,0,0,0,0,0,0,,,,,,,
10651105,845,65,2,3,1,1,1,,65111,80,845,5,613,926,0,0,0,0,0,0,,,,,,,
10651106,846,65,2,4,1,1,1,,65111,80,846,27,882,1773,29,882,1773,30,882,1773,,,,,,,
10651107,847,65,2,5,1,1,1,,65111,80,847,7,613,926,0,0,0,0,0,0,,,,,,,
10651108,848,65,2,6,1,1,1,,65111,80,848,13,1,74,0,0,0,0,0,0,,,,,,,
10651109,849,65,3,7,1,1,1,,65112,80,849,2,2665,4000,0,0,0,0,0,0,,,,,,,
10651110,850,65,3,8,1,1,1,,65112,80,850,3,2665,4000,0,0,0,0,0,0,,,,,,,
10651111,851,65,3,7,1,1,1,,65113,80,851,11,1,2,0,0,0,0,0,0,,,,,,,
10651112,852,65,3,8,1,1,1,,65113,80,852,16,1,31,0,0,0,0,0,0,,,,,,,
10651113,853,65,3,7,1,1,1,,65114,80,853,9,31,74,0,0,0,0,0,0,,,,,,,
10651114,854,65,3,8,1,1,1,,65114,80,854,10,31,74,0,0,0,0,0,0,,,,,,,
10651201,855,65,1,1,2,2,2,,,160,855,4,1058,1594,6,1058,1594,0,0,0,652,651,,,,,
10651202,856,65,1,1,2,2,2,,,160,856,4,1058,1594,6,1058,1594,0,0,0,652,651,,,,,
10651203,857,65,1,1,2,2,2,,,160,857,4,1058,1594,6,1058,1594,0,0,0,652,651,,,,,
10651204,858,65,2,2,2,2,2,,65121,160,858,1,32088,48139,0,0,0,0,0,0,652,651,,,,,
10651205,859,65,2,3,2,2,2,,65121,160,859,5,735,1111,0,0,0,0,0,0,652,651,,,,,
10651206,860,65,2,4,2,2,2,,65121,160,860,27,1058,2127,29,1058,2127,30,1058,2127,652,651,,,,,
10651207,861,65,2,5,2,2,2,,65121,160,861,7,735,1111,0,0,0,0,0,0,652,651,,,,,
10651208,862,65,2,6,2,2,2,,65121,160,862,13,1,88,0,0,0,0,0,0,652,651,,,,,
10651209,863,65,3,7,2,2,2,,65122,160,863,2,3198,4800,0,0,0,0,0,0,652,651,,,,,
10651210,864,65,3,8,2,2,2,,65122,160,864,3,3198,4800,0,0,0,0,0,0,652,651,,,,,
10651211,865,65,3,7,2,2,2,,65123,160,865,11,1,2,0,0,0,0,0,0,652,651,,,,,
10651212,866,65,3,8,2,2,2,,65123,160,866,16,1,37,0,0,0,0,0,0,652,651,,,,,
10651213,867,65,3,7,2,2,2,,65124,160,867,9,37,88,0,0,0,0,0,0,652,651,,,,,
10651214,868,65,3,8,2,2,2,,65124,160,868,10,37,88,0,0,0,0,0,0,652,651,,,,,
10651301,869,65,1,1,3,3,3,,,240,869,4,1329,1992,6,1329,1992,0,0,0,653,651,,,,2665,26
10651302,870,65,1,1,3,3,3,,,240,870,4,1329,1992,6,1329,1992,0,0,0,653,651,,,,2665,26
10651303,871,65,1,1,3,3,3,,,240,871,4,1329,1992,6,1329,1992,0,0,0,653,651,,,,2665,26
10651304,872,65,2,2,3,3,3,,65131,240,872,1,40116,60174,0,0,0,0,0,0,653,651,,,,882,8
10651305,873,65,2,3,3,3,3,,65131,240,873,5,926,1384,0,0,0,0,0,0,653,651,,,,882,8
10651306,874,65,2,4,3,3,3,,65131,240,874,27,1329,2665,29,1329,2665,30,1329,2665,653,651,,,,882,8
10651307,875,65,2,5,3,3,3,,65131,240,875,7,926,1384,0,0,0,0,0,0,653,651,,,,882,8
10651308,876,65,2,6,3,3,3,,65131,240,876,13,1,124,0,0,0,0,0,0,653,651,,,,882,8
10651309,877,65,3,7,3,3,3,,65132,240,877,2,4000,6007,0,0,0,0,0,0,653,651,,,,1773,17
10651310,878,65,3,8,3,3,3,,65132,240,878,3,4000,6007,0,0,0,0,0,0,653,651,,,,1773,17
10651311,879,65,3,7,3,3,3,,65133,240,879,11,1,3,0,0,0,0,0,0,653,651,,,,1773,17
10651312,880,65,3,8,3,3,3,,65133,240,880,16,1,44,0,0,0,0,0,0,653,651,,,,1773,17
10651313,881,65,3,7,3,3,3,,65134,240,881,9,44,124,0,0,0,0,0,0,653,651,,,,1773,17
10651314,882,65,3,8,3,3,3,,65134,240,882,10,44,124,0,0,0,0,0,0,653,651,,,,1773,17
10651401,883,65,1,1,4,4,4,,,320,883,4,1773,2665,6,1773,2665,0,0,0,654,652,,,,2665,26
10651402,884,65,1,1,4,4,4,,,320,884,4,1773,2665,6,1773,2665,0,0,0,654,652,,,,2665,26
10651403,885,65,1,1,4,4,4,,,320,885,4,1773,2665,6,1773,2665,0,0,0,654,652,,,,2665,26
10651404,886,65,2,2,4,4,4,,65141,320,886,1,53486,80236,0,0,0,0,0,0,654,652,,,,882,8
10651405,887,65,2,3,4,4,4,,65141,320,887,5,1236,1858,0,0,0,0,0,0,654,652,,,,882,8
10651406,888,65,2,4,4,4,4,,65141,320,888,27,1773,3556,29,1773,3556,30,1773,3556,654,652,,,,882,8
10651407,889,65,2,5,4,4,4,,65141,320,889,7,1236,1858,0,0,0,0,0,0,654,652,,,,882,8
10651408,890,65,2,6,4,4,4,,65141,320,890,13,2,160,0,0,0,0,0,0,654,652,,,,882,8
10651409,891,65,3,7,4,4,4,,65142,320,891,2,5338,8017,0,0,0,0,0,0,654,652,,,,1773,17
10651410,892,65,3,8,4,4,4,,65142,320,892,3,5338,8017,0,0,0,0,0,0,654,652,,,,1773,17
10651411,893,65,3,7,4,4,4,,65143,320,893,11,2,4,0,0,0,0,0,0,654,652,,,,1773,17
10651412,894,65,3,8,4,4,4,,65143,320,894,16,2,74,0,0,0,0,0,0,654,652,,,,1773,17
10651413,895,65,3,7,4,4,4,,65144,320,895,9,74,160,0,0,0,0,0,0,654,652,,,,1773,17
10651414,896,65,3,8,4,4,4,,65144,320,896,10,74,160,0,0,0,0,0,0,654,652,,,,1773,17
10651501,897,65,1,1,5,5,5,,,400,897,4,2480,3724,6,2480,3724,0,0,0,655,653,,,,2665,26
10651502,898,65,1,1,5,5,5,,,400,898,4,2480,3724,6,2480,3724,0,0,0,655,653,,,,2665,26
10651503,899,65,1,1,5,5,5,,,400,899,4,2480,3724,6,2480,3724,0,0,0,655,653,,,,2665,26
10651504,900,65,2,2,5,5,5,,65151,400,900,1,74888,112332,0,0,0,0,0,0,655,653,,,,882,8
10651505,901,65,2,3,5,5,5,,65151,400,901,5,1736,2602,0,0,0,0,0,0,655,653,,,,882,8
10651506,902,65,2,4,5,5,5,,65151,400,902,27,2480,4982,29,2480,4982,30,2480,4982,655,653,,,,882,8
10651507,903,65,2,5,5,5,5,,65151,400,903,7,1736,2602,0,0,0,0,0,0,655,653,,,,882,8
10651508,904,65,2,6,5,5,5,,65151,400,904,13,2,230,0,0,0,0,0,0,655,653,,,,882,8
10651509,905,65,3,7,5,5,5,,65152,400,905,2,7477,11220,0,0,0,0,0,0,655,653,,,,1773,17
10651510,906,65,3,8,5,5,5,,65152,400,906,3,7477,11220,0,0,0,0,0,0,655,653,,,,1773,17
10651511,907,65,3,7,5,5,5,,65153,400,907,11,2,31,0,0,0,0,0,0,655,653,,,,1773,17
10651512,908,65,3,8,5,5,5,,65153,400,908,16,2,105,0,0,0,0,0,0,655,653,,,,1773,17
10651513,909,65,3,7,5,5,5,,65154,400,909,9,105,230,0,0,0,0,0,0,655,653,,,,1773,17
10651514,910,65,3,8,5,5,5,,65154,400,910,10,105,230,0,0,0,0,0,0,655,653,,,,1773,17
10701101,911,70,1,1,1,1,1,,,80,911,4,1058,1594,6,1058,1594,0,0,0,,,,,,,
10701102,912,70,1,1,1,1,1,,,80,912,4,1058,1594,6,1058,1594,0,0,0,,,,,,,
10701103,913,70,1,1,1,1,1,,,80,913,4,1058,1594,6,1058,1594,0,0,0,,,,,,,
10701104,914,70,2,2,1,1,1,,70111,80,914,1,32088,48139,0,0,0,0,0,0,,,,,,,
10701105,915,70,2,3,1,1,1,,70111,80,915,5,735,1111,0,0,0,0,0,0,,,,,,,
10701106,916,70,2,4,1,1,1,,70111,80,916,27,1058,2127,29,1058,2127,30,1058,2127,,,,,,,
10701107,917,70,2,5,1,1,1,,70111,80,917,7,735,1111,0,0,0,0,0,0,,,,,,,
10701108,918,70,2,6,1,1,1,,70111,80,918,13,1,88,0,0,0,0,0,0,,,,,,,
10701109,919,70,3,7,1,1,1,,70112,80,919,2,3198,4800,0,0,0,0,0,0,,,,,,,
10701110,920,70,3,8,1,1,1,,70112,80,920,3,3198,4800,0,0,0,0,0,0,,,,,,,
10701111,921,70,3,7,1,1,1,,70113,80,921,11,1,2,0,0,0,0,0,0,,,,,,,
10701112,922,70,3,8,1,1,1,,70113,80,922,16,1,37,0,0,0,0,0,0,,,,,,,
10701113,923,70,3,7,1,1,1,,70114,80,923,9,37,88,0,0,0,0,0,0,,,,,,,
10701114,924,70,3,8,1,1,1,,70114,80,924,10,37,88,0,0,0,0,0,0,,,,,,,
10701201,925,70,1,1,2,2,2,,,170,925,4,1269,1912,6,1269,1912,0,0,0,702,701,,,,,
10701202,926,70,1,1,2,2,2,,,170,926,4,1269,1912,6,1269,1912,0,0,0,702,701,,,,,
10701203,927,70,1,1,2,2,2,,,170,927,4,1269,1912,6,1269,1912,0,0,0,702,701,,,,,
10701204,928,70,2,2,2,2,2,,70121,170,928,1,38505,57766,0,0,0,0,0,0,702,701,,,,,
10701205,929,70,2,3,2,2,2,,70121,170,929,5,882,1333,0,0,0,0,0,0,702,701,,,,,
10701206,930,70,2,4,2,2,2,,70121,170,930,27,1269,2552,29,1269,2552,30,1269,2552,702,701,,,,,
10701207,931,70,2,5,2,2,2,,70121,170,931,7,882,1333,0,0,0,0,0,0,702,701,,,,,
10701208,932,70,2,6,2,2,2,,70121,170,932,13,1,105,0,0,0,0,0,0,702,701,,,,,
10701209,933,70,3,7,2,2,2,,70122,170,933,2,3837,5760,0,0,0,0,0,0,702,701,,,,,
10701210,934,70,3,8,2,2,2,,70122,170,934,3,3837,5760,0,0,0,0,0,0,702,701,,,,,
10701211,935,70,3,7,2,2,2,,70123,170,935,11,1,2,0,0,0,0,0,0,702,701,,,,,
10701212,936,70,3,8,2,2,2,,70123,170,936,16,1,44,0,0,0,0,0,0,702,701,,,,,
10701213,937,70,3,7,2,2,2,,70124,170,937,9,44,105,0,0,0,0,0,0,702,701,,,,,
10701214,938,70,3,8,2,2,2,,70124,170,938,10,44,105,0,0,0,0,0,0,702,701,,,,,
10701301,939,70,1,1,3,3,3,,,250,939,4,1594,2390,6,1594,2390,0,0,0,703,701,,,,3198,31
10701302,940,70,1,1,3,3,3,,,250,940,4,1594,2390,6,1594,2390,0,0,0,703,701,,,,3198,31
10701303,941,70,1,1,3,3,3,,,250,941,4,1594,2390,6,1594,2390,0,0,0,703,701,,,,3198,31
10701304,942,70,2,2,3,3,3,,70131,250,942,1,48139,72208,0,0,0,0,0,0,703,701,,,,1058,10
10701305,943,70,2,3,3,3,3,,70131,250,943,5,1111,1660,0,0,0,0,0,0,703,701,,,,1058,10
10701306,944,70,2,4,3,3,3,,70131,250,944,27,1594,3198,29,1594,3198,30,1594,3198,703,701,,,,1058,10
10701307,945,70,2,5,3,3,3,,70131,250,945,7,1111,1660,0,0,0,0,0,0,703,701,,,,1058,10
10701308,946,70,2,6,3,3,3,,70131,250,946,13,1,148,0,0,0,0,0,0,703,701,,,,1058,10
10701309,947,70,3,7,3,3,3,,70132,250,947,2,4800,7208,0,0,0,0,0,0,703,701,,,,2127,21
10701310,948,70,3,8,3,3,3,,70132,250,948,3,4800,7208,0,0,0,0,0,0,703,701,,,,2127,21
10701311,949,70,3,7,3,3,3,,70133,250,949,11,1,3,0,0,0,0,0,0,703,701,,,,2127,21
10701312,950,70,3,8,3,3,3,,70133,250,950,16,1,52,0,0,0,0,0,0,703,701,,,,2127,21
10701313,951,70,3,7,3,3,3,,70134,250,951,9,52,148,0,0,0,0,0,0,703,701,,,,2127,21
10701314,952,70,3,8,3,3,3,,70134,250,952,10,52,148,0,0,0,0,0,0,703,701,,,,2127,21
10701401,953,70,1,1,4,4,4,,,330,953,4,2127,3198,6,2127,3198,0,0,0,704,702,,,,3198,31
10701402,954,70,1,1,4,4,4,,,330,954,4,2127,3198,6,2127,3198,0,0,0,704,702,,,,3198,31
10701403,955,70,1,1,4,4,4,,,330,955,4,2127,3198,6,2127,3198,0,0,0,704,702,,,,3198,31
10701404,956,70,2,2,4,4,4,,70141,330,956,1,64183,96283,0,0,0,0,0,0,704,702,,,,1058,10
10701405,957,70,2,3,4,4,4,,70141,330,957,5,1483,2229,0,0,0,0,0,0,704,702,,,,1058,10
10701406,958,70,2,4,4,4,4,,70141,330,958,27,2127,4267,29,2127,4267,30,2127,4267,704,702,,,,1058,10
10701407,959,70,2,5,4,4,4,,70141,330,959,7,1483,2229,0,0,0,0,0,0,704,702,,,,1058,10
10701408,960,70,2,6,4,4,4,,70141,330,960,13,2,192,0,0,0,0,0,0,704,702,,,,1058,10
10701409,961,70,3,7,4,4,4,,70142,330,961,2,6405,9620,0,0,0,0,0,0,704,702,,,,2127,21
10701410,962,70,3,8,4,4,4,,70142,330,962,3,6405,9620,0,0,0,0,0,0,704,702,,,,2127,21
10701411,963,70,3,7,4,4,4,,70143,330,963,11,2,4,0,0,0,0,0,0,704,702,,,,2127,21
10701412,964,70,3,8,4,4,4,,70143,330,964,16,2,88,0,0,0,0,0,0,704,702,,,,2127,21
10701413,965,70,3,7,4,4,4,,70144,330,965,9,88,192,0,0,0,0,0,0,704,702,,,,2127,21
10701414,966,70,3,8,4,4,4,,70144,330,966,10,88,192,0,0,0,0,0,0,704,702,,,,2127,21
10701501,967,70,1,1,5,5,5,,,420,967,4,2976,4468,6,2976,4468,0,0,0,705,703,,,,3198,31
10701502,968,70,1,1,5,5,5,,,420,968,4,2976,4468,6,2976,4468,0,0,0,705,703,,,,3198,31
10701503,969,70,1,1,5,5,5,,,420,969,4,2976,4468,6,2976,4468,0,0,0,705,703,,,,3198,31
10701504,970,70,2,2,5,5,5,,70151,420,970,1,89865,134798,0,0,0,0,0,0,705,703,,,,1058,10
10701505,971,70,2,3,5,5,5,,70151,420,971,5,2083,3122,0,0,0,0,0,0,705,703,,,,1058,10
10701506,972,70,2,4,5,5,5,,70151,420,972,27,2976,5978,29,2976,5978,30,2976,5978,705,703,,,,1058,10
10701507,973,70,2,5,5,5,5,,70151,420,973,7,2083,3122,0,0,0,0,0,0,705,703,,,,1058,10
10701508,974,70,2,6,5,5,5,,70151,420,974,13,2,276,0,0,0,0,0,0,705,703,,,,1058,10
10701509,975,70,3,7,5,5,5,,70152,420,975,2,8972,13464,0,0,0,0,0,0,705,703,,,,2127,21
10701510,976,70,3,8,5,5,5,,70152,420,976,3,8972,13464,0,0,0,0,0,0,705,703,,,,2127,21
10701511,977,70,3,7,5,5,5,,70153,420,977,11,2,37,0,0,0,0,0,0,705,703,,,,2127,21
10701512,978,70,3,8,5,5,5,,70153,420,978,16,2,126,0,0,0,0,0,0,705,703,,,,2127,21
10701513,979,70,3,7,5,5,5,,70154,420,979,9,126,276,0,0,0,0,0,0,705,703,,,,2127,21
10701514,980,70,3,8,5,5,5,,70154,420,980,10,126,276,0,0,0,0,0,0,705,703,,,,2127,21
10751101,981,75,1,1,1,1,1,,,90,981,4,1269,1912,6,1269,1912,0,0,0,,,,,,,
10751102,982,75,1,1,1,1,1,,,90,982,4,1269,1912,6,1269,1912,0,0,0,,,,,,,
10751103,983,75,1,1,1,1,1,,,90,983,4,1269,1912,6,1269,1912,0,0,0,,,,,,,
10751104,984,75,2,2,1,1,1,,75111,90,984,1,38505,57766,0,0,0,0,0,0,,,,,,,
10751105,985,75,2,3,1,1,1,,75111,90,985,5,882,1333,0,0,0,0,0,0,,,,,,,
10751106,986,75,2,4,1,1,1,,75111,90,986,27,1269,2552,29,1269,2552,30,1269,2552,,,,,,,
10751107,987,75,2,5,1,1,1,,75111,90,987,7,882,1333,0,0,0,0,0,0,,,,,,,
10751108,988,75,2,6,1,1,1,,75111,90,988,13,1,105,0,0,0,0,0,0,,,,,,,
10751109,989,75,3,7,1,1,1,,75112,90,989,2,3837,5760,0,0,0,0,0,0,,,,,,,
10751110,990,75,3,8,1,1,1,,75112,90,990,3,3837,5760,0,0,0,0,0,0,,,,,,,
10751111,991,75,3,7,1,1,1,,75113,90,991,11,1,2,0,0,0,0,0,0,,,,,,,
10751112,992,75,3,8,1,1,1,,75113,90,992,16,1,44,0,0,0,0,0,0,,,,,,,
10751113,993,75,3,7,1,1,1,,75114,90,993,9,44,105,0,0,0,0,0,0,,,,,,,
10751114,994,75,3,8,1,1,1,,75114,90,994,10,44,105,0,0,0,0,0,0,,,,,,,
10751201,995,75,1,1,2,2,2,,,170,995,4,1522,2294,6,1522,2294,0,0,0,752,751,,,,,
10751202,996,75,1,1,2,2,2,,,170,996,4,1522,2294,6,1522,2294,0,0,0,752,751,,,,,
10751203,997,75,1,1,2,2,2,,,170,997,4,1522,2294,6,1522,2294,0,0,0,752,751,,,,,
10751204,998,75,2,2,2,2,2,,75121,170,998,1,46206,69319,0,0,0,0,0,0,752,751,,,,,
10751205,999,75,2,3,2,2,2,,75121,170,999,5,1058,1599,0,0,0,0,0,0,752,751,,,,,
10751206,1000,75,2,4,2,2,2,,75121,170,1000,27,1522,3062,29,1522,3062,30,1522,3062,752,751,,,,,
10751207,1001,75,2,5,2,2,2,,75121,170,1001,7,1058,1599,0,0,0,0,0,0,752,751,,,,,
10751208,1002,75,2,6,2,2,2,,75121,170,1002,13,1,126,0,0,0,0,0,0,752,751,,,,,
10751209,1003,75,3,7,2,2,2,,75122,170,1003,2,4604,6912,0,0,0,0,0,0,752,751,,,,,
10751210,1004,75,3,8,2,2,2,,75122,170,1004,3,4604,6912,0,0,0,0,0,0,752,751,,,,,
10751211,1005,75,3,7,2,2,2,,75123,170,1005,11,1,2,0,0,0,0,0,0,752,751,,,,,
10751212,1006,75,3,8,2,2,2,,75123,170,1006,16,1,52,0,0,0,0,0,0,752,751,,,,,
10751213,1007,75,3,7,2,2,2,,75124,170,1007,9,52,126,0,0,0,0,0,0,752,751,,,,,
10751214,1008,75,3,8,2,2,2,,75124,170,1008,10,52,126,0,0,0,0,0,0,752,751,,,,,
10751301,1009,75,1,1,3,3,3,,,260,1009,4,1912,2868,6,1912,2868,0,0,0,753,751,,,,3837,38
10751302,1010,75,1,1,3,3,3,,,260,1010,4,1912,2868,6,1912,2868,0,0,0,753,751,,,,3837,38
10751303,1011,75,1,1,3,3,3,,,260,1011,4,1912,2868,6,1912,2868,0,0,0,753,751,,,,3837,38
