id,step,level,nextNeedExp,nextLevelCostCoin,nextLevelSoul,getExp,levelUpToStep,levelUpToLevel,acupoint,critRate,activeSkill,MaxHP,MaxMP,MaxSP,PA,MA,PF,MF,HPRecover,MPRecover,SPRecover,MaxHPAdd,MaxMPAdd,MaxSPAdd,PAAdd,MAAdd,PFAdd,MFAdd,HPRecoverAdd,MPRecoverAdd,SPRecoverAdd,power,positionX,positionY
10089,10,89,55250,2975,595,595,10,90,,50;30;20,,0,0,0,678,0,0,0,,,,859184,0,8348,23748,23153,19641,19641,0,0,0,198551,3542,302
10090,10,90,55675,3000,600,600,10,91,,50;30;20,,0,0,0,0,675,0,0,,,,859184,0,8348,23748,23828,19641,19641,0,0,0,199226,3613,315
10091,10,91,56100,3025,605,605,10,92,,50;30;20,,12196,0,0,0,0,0,0,,,,871380,0,8348,23748,23828,19641,19641,0,0,0,199641,3680,291
10092,10,92,56525,3050,610,610,10,93,,50;30;20,,0,0,0,697,0,0,0,,,,871380,0,8348,24445,23828,19641,19641,0,0,0,200338,3651,231
10093,10,93,56950,3075,615,615,10,94,,50;30;20,,0,0,0,0,693,0,0,,,,871380,0,8348,24445,24521,19641,19641,0,0,0,201031,3600,181
10094,10,94,57375,3100,620,620,10,95,,50;30;20,,12529,0,0,0,0,0,0,,,,883909,0,8348,24445,24521,19641,19641,0,0,0,201457,3645,129
10095,10,95,57800,3125,625,625,10,96,,50;30;20,,0,0,0,716,0,0,0,,,,883909,0,8348,25161,24521,19641,19641,0,0,0,202173,3714,121
10096,10,96,58225,3150,630,630,10,97,,50;30;20,,0,0,0,0,712,0,0,,,,883909,0,8348,25161,25233,19641,19641,0,0,0,202885,3692,196
10097,10,97,58650,3175,635,635,10,98,72,50;30;20,,12862,0,0,0,0,0,0,,,,896771,0,8348,25161,25233,19641,19641,0,0,0,203322,3740,249
10098,10,98,59075,3200,640,640,10,99,,50;30;20,,0,0,0,735,0,0,0,,,,896771,0,8348,25896,25233,19641,19641,0,0,0,204057,3787,196
10099,10,99,59500,3225,645,645,10,100,,50;30;20,,0,0,0,0,730,0,0,,,,896771,0,8348,25896,25963,19641,19641,0,0,0,204787,3818,126
10100,10,100,59925,3250,650,650,10,101,,50;30;20,,13194,0,0,0,0,0,0,,,,909965,0,8348,25896,25963,19641,19641,0,0,0,205235,3886,87
10101,10,101,60350,3275,655,655,10,102,,50;30;20,,0,0,0,754,0,0,0,,,,909965,0,8348,26650,25963,19641,19641,0,0,0,205989,3965,100
10102,10,102,60775,3300,660,660,10,103,,50;30;20,,0,0,0,0,749,0,0,,,,909965,0,8348,26650,26712,19641,19641,0,0,0,206738,3988,168
10103,10,103,61200,3325,665,665,10,104,,50;30;20,,13527,0,0,0,0,0,0,,,,923492,0,8348,26650,26712,19641,19641,0,0,0,207198,3998,240
10104,10,104,61625,3350,670,670,10,105,,50;30;20,,0,0,0,773,0,0,0,,,,923492,0,8348,27423,26712,19641,19641,0,0,0,207971,4050,287
10105,10,105,62050,3375,675,675,10,106,,50;30;20,,0,0,0,0,768,0,0,,,,923492,0,8348,27423,27480,19641,19641,0,0,0,208739,4120,302
10106,10,106,62475,3400,680,680,10,107,,50;30;20,,13859,0,0,0,0,0,0,,,,937351,0,8348,27423,27480,19641,19641,0,0,0,209211,4191,315
10107,10,107,62900,3425,685,685,10,108,,50;30;20,,0,0,0,792,0,0,0,,,,937351,0,8348,28215,27480,19641,19641,0,0,0,210003,4258,291
10108,10,108,63325,3450,690,690,10,109,73,50;30;20,,0,0,0,0,786,0,0,,,,937351,0,8348,28215,28266,19641,19641,0,0,0,210789,4229,231
10109,10,109,63750,3475,695,695,10,110,,50;30;20,,14192,0,0,0,0,0,0,,,,951543,0,8348,28215,28266,19641,19641,0,0,0,211271,4178,181
10110,10,110,64175,3500,700,700,10,111,,50;30;20,,0,0,0,810,0,0,0,,,,951543,0,8348,29025,28266,19641,19641,0,0,0,212081,4223,129
10111,10,111,64600,3525,705,705,10,112,,50;30;20,,0,0,0,0,805,0,0,,,,951543,0,8348,29025,29071,19641,19641,0,0,0,212886,4292,121
10112,10,112,65025,3550,710,710,10,113,,50;30;20,,14525,0,0,0,0,0,0,,,,966068,0,8348,29025,29071,19641,19641,0,0,0,213380,4270,196
10113,10,113,65450,3575,715,715,10,114,,50;30;20,,0,0,0,829,0,0,0,,,,966068,0,8348,29854,29071,19641,19641,0,0,0,214209,4318,249
10114,10,114,65875,3600,720,720,10,115,,50;30;20,,0,0,0,0,823,0,0,,,,966068,0,8348,29854,29894,19641,19641,0,0,0,215032,4365,196
10115,10,115,66300,3625,725,725,10,116,,50;30;20,,14857,0,0,0,0,0,0,,,,980925,0,8348,29854,29894,19641,19641,0,0,0,215537,4396,126
10116,10,116,66725,3650,730,730,10,117,,50;30;20,,0,0,0,848,0,0,0,,,,980925,0,8348,30702,29894,19641,19641,0,0,0,216385,4464,87
10117,10,117,67150,3675,735,735,10,118,,50;30;20,,0,0,0,0,842,0,0,,,,980925,0,8348,30702,30736,19641,19641,0,0,0,217227,4543,100
10118,10,118,67575,3700,740,740,10,119,,50;30;20,,15190,0,0,0,0,0,0,,,,996115,0,8348,30702,30736,19641,19641,0,0,0,217744,4566,168
10119,10,119,68000,3725,745,745,10,120,74,50;30;20,,0,0,0,867,0,0,0,,,,996115,0,8348,31569,30736,19641,19641,0,0,0,218611,4576,240
10120,10,120,68425,3750,750,750,10,121,,50;30;20,,0,0,0,0,860,0,0,,,,996115,0,8348,31569,31596,19641,19641,0,0,0,219471,4628,287
10121,10,121,68850,3775,755,755,10,122,,50;30;20,,15523,0,0,0,0,0,0,,,,1011638,0,8348,31569,31596,19641,19641,0,0,0,219998,4698,302
10122,10,122,69275,3800,760,760,10,123,,50;30;20,,0,0,0,886,0,0,0,,,,1011638,0,8348,32455,31596,19641,19641,0,0,0,220884,4769,315
10123,10,123,69700,3825,765,765,10,124,,50;30;20,,0,0,0,0,879,0,0,,,,1011638,0,8348,32455,32475,19641,19641,0,0,0,221763,4836,291
10124,10,124,70125,3850,770,770,10,125,,50;30;20,,15855,0,0,0,0,0,0,,,,1027493,0,8348,32455,32475,19641,19641,0,0,0,222302,4807,231
10125,10,125,70550,3875,775,775,10,126,,50;30;20,,0,0,0,905,0,0,0,,,,1027493,0,8348,33360,32475,19641,19641,0,0,0,223207,4756,181
10126,10,126,70975,3900,780,780,10,127,,50;30;20,,0,0,0,0,898,0,0,,,,1027493,0,8348,33360,33373,19641,19641,0,0,0,224105,4801,129
10127,10,127,71400,3925,785,785,10,128,,50;30;20,,16188,0,0,0,0,0,0,,,,1043681,0,8348,33360,33373,19641,19641,0,0,0,224656,4870,121
10128,10,128,71825,3950,790,790,10,129,,50;30;20,,0,0,0,923,0,0,0,,,,1043681,0,8348,34283,33373,19641,19641,0,0,0,225579,4848,196
10129,10,129,72250,3975,795,795,10,130,,50;30;20,,0,0,0,0,916,0,0,,,,1043681,0,8348,34283,34289,19641,19641,0,0,0,226495,4896,249
10130,10,130,72675,4000,800,800,10,131,75,50;30;20,,16520,0,0,0,0,0,0,,,,1060201,0,8348,34283,34289,19641,19641,0,0,0,227056,4943,196
10131,10,131,73100,4025,805,805,10,132,,50;30;20,,0,0,0,942,0,0,0,,,,1060201,0,8348,35225,34289,19641,19641,0,0,0,227998,4974,126
10132,10,132,0,0,810,810,,0,,50;30;20,,0,0,0,0,935,0,0,,,,1060201,0,8348,35225,35224,19641,19641,0,0,0,228933,5042,87
