stageId,chapterId,name,desc,type,sceneID,sceneUI,sceneConfig,finShowList,point,capacity,stageStepCount,strengthCost,challengetimesLimit,startLimit1,startLimit2,startLimit3,startLimit4,startLimit5,bossShow,StarRequire1,StarRequire2,StarRequire3,awardGold,awardExp,awardOther,awardID,firstAwardID,awardCardID,awardShow,awardCardShow,monsterAward,firstAwardShow,threat,limittime1,limittime2,bgmusic,stageTarget
11901,119,第十九章 第1关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11901-3840,11902,212;422,20800,3,0,50,1;90,,,,,#monster0004_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,190,190,,1190101,1190102,,"(11,1);(11,8001);(11,8002)",,,"(11,1,10)",0,0,300,102,1
11902,119,第十九章 第2关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11902-3840,11903;11904,297;317,20900,20,0,50,1;91,,,,,#monster0005_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,191,191,,1190201,1190202,,"(11,1);(11,8001);(11,8002)",,,"(11,7001,10)",0,0,300,101,3
11903,119,第十九章 第3关,数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11903-3840,,200;200,21000,1,5,50,1;91,,,,,#monster0006_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,672,672,,1190301,1190302,,"(9,1001);(9,1002);(6,1)",,,"(9,1001,1)",0,0,300,102,6
11904,119,第十九章 第4关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11904-3840,11905,397;207,21100,3,0,50,1;92,,,,,#monster0008_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,193,193,,1190401,1190402,,"(11,1);(11,8001);(11,8002)",,,"(11,7002,10)",0,0,300,101,2
11905,119,第十九章 第5关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11905-3840,11906;11907,455;309,21200,3,0,50,1;92,,,,,#monster0009_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,194,194,,1190501,1190502,,"(11,1);(11,8001);(11,8002)",,,"(11,1,10)",0,0,300,102,1
11906,119,第十九章 第6关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11906-3840,,612;234,21300,2,5,50,1;92,,,,,#monster0010_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,682,682,,1190601,1190602,,"(9,1001);(9,1002);(6,1)",,,"(9,1002,1)",0,0,300,101,2
11907,119,第十九章 第7关,数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11907-3840,11908,487;440,21400,3,0,50,1;93,,,,,#monster0011_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,196,196,,1190701,1190702,,"(11,1);(11,8001);(11,8002)",,,"(11,7001,10)",0,0,300,102,1
11908,119,第十九章 第8关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11908-3840,11909;11910,632;456,21500,30,0,50,1;93,,,,,#monster0013_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,197,197,,1190801,1190802,,"(11,1);(11,8001);(11,8002)",,,"(11,7002,10)",0,0,300,101,3
11909,119,第十九章 第9关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11909-3840,,784;442,21600,1,5,50,1;94,,,,,#monster0014_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,693,693,,1190901,1190902,,"(9,1001);(9,1002);(6,1)",,,"(9,1003,1)",0,0,300,102,6
11910,119,第十九章 第10关,数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11910-3840,11911,808;313,21700,3,0,50,1;94,,,,,#monster0016_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,199,199,,1191001,1191002,,"(11,1);(11,8001);(11,8002)",,,"(11,7001,10)",0,0,300,101,2
11911,119,第十九章 第11关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,11911-3840,11912;12001,935;248,21800,3,0,50,1;95,,,,,#monster0017_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,200,200,,1191101,1191102,,"(11,1);(11,8001);(11,8002)",,,"(11,7002,10)",0,0,300,102,1
11912,119,第十九章 第12关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,11912-3840,,756;157,21900,2,5,50,1;95,,,,,#monster0018_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,703,703,,1191201,1191202,,"(9,1001);(9,1002);(6,1)",,,"(9,1004,1)",0,0,300,101,2
12001,120,第二十章 第1关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,12001-3840,12002,212;422,22000,3,0,50,1;95,,,,,#monster0019_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,202,202,,1200101,1200102,,"(11,1);(11,8001);(11,8002)",,,"(11,1,10)",0,0,300,102,1
12002,120,第二十章 第2关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,12002-3840,12003;12004,297;317,22100,20,0,50,1;96,,,,,#monster0020_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,203,203,,1200201,1200202,,"(11,1);(11,8001);(11,8002)",,,"(11,7001,10)",0,0,300,101,3
12003,120,第二十章 第3关,数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,12003-3840,,200;200,22200,1,5,50,1;96,,,,,#monster0021_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,714,714,,1200301,1200302,,"(9,1001);(9,1002);(6,1)",,,"(9,1005,1)",0,0,300,102,6
12004,120,第二十章 第4关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,12004-3840,12005,397;207,22300,3,0,50,1;97,,,,,#monster0022_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,205,205,,1200401,1200402,,"(11,1);(11,8001);(11,8002)",,,"(11,7002,10)",0,0,300,101,2
12005,120,第二十章 第5关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,12005-3840,12006;12007,455;309,22400,3,0,50,1;97,,,,,#monster0023_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,206,206,,1200501,1200502,,"(11,1);(11,8001);(11,8002)",,,"(11,1,10)",0,0,300,102,1
12006,120,第二十章 第6关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,12006-3840,,612;234,22500,2,5,50,1;97,,,,,#monster0024_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,724,724,,1200601,1200602,,"(9,1001);(9,1002);(6,1)",,,"(9,1006,1)",0,0,300,101,2
12007,120,第二十章 第7关,数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,12007-3840,12008,487;440,22600,3,0,50,1;98,,,,,#monster0025_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,208,208,,1200701,1200702,,"(11,1);(11,8001);(11,8002)",,,"(11,7001,10)",0,0,300,102,1
12008,120,第二十章 第8关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,12008-3840,12009;12010,632;456,22700,30,0,50,1;98,,,,,#monster0026_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,209,209,,1200801,1200802,,"(11,1);(11,8001);(11,8002)",,,"(11,7002,10)",0,0,300,101,3
12009,120,第二十章 第9关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,12009-3840,,784;442,22800,1,5,50,1;99,,,,,#monster0027_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,735,735,,1200901,1200902,,"(9,1001);(9,1002);(6,1)",,,"(9,1007,1)",0,0,300,102,6
12010,120,第二十章 第10关,数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,12010-3840,12011,808;313,22900,3,0,50,1;99,,,,,#monster0028_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,211,211,,1201001,1201002,,"(11,1);(11,8001);(11,8002)",,,"(11,7001,10)",0,0,300,101,2
12011,120,第二十章 第11关,数数多少个字凑十个吧数数多少个字凑十个吧,1,1007,#stagePrivew_1007.png,12011-3840,12012,935;248,23000,3,0,50,1;100,,,,,#monster0029_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,212,212,,1201101,1201102,,"(11,1);(11,8001);(11,8002)",,,"(11,7002,10)",0,0,300,102,1
12012,120,第二十章 第12关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,2,1007,#stagePrivew_1007.png,12012-3840,,756;157,23100,2,5,50,1;100,,,,,#monster0030_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,745,745,,1201201,1201202,,"(9,1001);(9,1002);(6,1)",,,"(9,1008,1)",0,0,300,101,2
20301,203,大师第一章 第1关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,4,1007,#stagePrivew_1007.png,20301-3840,20302,297;317,3947,3,0,50,1;1,,,,,#monster0030_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,16,16,,2030101,2030102,,"(13,2051);(13,2041);(13,2031)",,,"(13,2041,1);(13,2031,1)",0,0,300,101,1
20302,203,大师第一章 第2关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,4,1007,#stagePrivew_1007.png,20302-3840,20303,200;200,3947,20,0,50,1;21,,,,,#monster0056_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,16,16,,2030201,2030202,,"(13,2052);(13,2042);(13,2032)",,,"(13,2042,1);(13,2032,1)",0,0,300,102,3
20303,203,大师第一章 第3关,数数多少个字凑十个吧,3,1007,#stagePrivew_1007.png,20303-3840,20304,397;207,3947,1,0,1,1;21,,,,,#monster0056_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,,,,,,,,,,,0,0,60,101,5
20304,203,大师第一章 第4关,数数多少个字凑十个吧数数多少个字凑十个吧,4,1007,#stagePrivew_1007.png,20304-3840,20305,455;309,3947,3,0,50,1;22,,,,,#monster0005_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,17,17,,2030401,2030402,,"(13,2051);(13,2041);(13,2031)",,,"(13,2041,1)",0,0,300,102,2
20305,203,大师第一章 第5关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,4,1007,#stagePrivew_1007.png,20305-3840,20306,612;234,3947,3,0,50,1;22,,,,,#monster0030_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,18,18,,2030501,2030502,,"(13,2052);(13,2042);(13,2032)",,,"(13,2042,1)",0,0,300,101,1
20306,203,大师第一章 第6关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,3,1007,#stagePrivew_1007.png,20306-3840,20307,487;440,3947,2,0,1,1;22,,,,,#monster0019_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,,,,,,,,,,,0,0,60,102,5
20307,203,大师第一章 第7关,数数多少个字凑十个吧,4,1007,#stagePrivew_1007.png,20307-3840,20308,632;456,3947,3,0,50,1;23,,,,,#monster0031_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,19,19,,2030701,2030702,,"(13,2051);(13,2041);(13,2031)",,,"(13,2041,1)",0,0,300,101,1
20308,203,大师第一章 第8关,数数多少个字凑十个吧数数多少个字凑十个吧,4,1007,#stagePrivew_1007.png,20308-3840,20309,784;442,3947,30,0,50,1;23,,,,,#monster0025_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,19,19,,2030801,2030802,,"(13,2052);(13,2042);(13,2032)",,,"(13,2042,1)",0,0,300,102,3
20309,203,大师第一章 第9关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,3,1007,#stagePrivew_1007.png,20309-3840,20310,212;422,3947,1,0,1,1;24,,,,,#monster0033_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,,,,,,,,,,,0,0,60,101,5
20310,203,大师第一章 第10关,数数多少个字凑十个吧,4,1007,#stagePrivew_1007.png,20310-3840,20311,830;300,3947,3,0,50,1;24,,,,,#monster0040_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,20,20,,2031001,2031002,,"(13,2051);(13,2041);(13,2031)",,,"(13,2041,1)",0,0,300,102,2
20311,203,大师第一章 第11关,数数多少个字凑十个吧数数多少个字凑十个吧,4,1007,#stagePrivew_1007.png,20311-3840,20312,693;195,8125,3,0,50,1;25,,,,,#monster0047_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,21,21,,2031101,2031102,,"(13,2052);(13,2042);(13,2032)",,,"(13,2042,1)",0,0,300,101,1
20312,203,大师第一章 第12关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,3,1007,#stagePrivew_1007.png,20312-3840,20401,849;183,8125,2,0,1,1;25,,,,,#monster0033_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,,,,,,,,,,,0,0,60,102,5
20401,204,大师第二章 第1关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,4,1001,#stagePrivew_1001.png,20401-3840,20402,297;317,8125,3,0,50,1;25,,,,,#monster0050_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,22,22,,2040101,2040102,,"(13,2551);(13,2541);(13,2531)",,,"(13,2541,1)",0,0,300,101,1
20402,204,大师第二章 第2关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,4,1001,#stagePrivew_1001.png,20402-3840,20403,200;200,8125,20,0,50,1;26,,,,,#monster0005_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,22,22,,2040201,2040202,,"(13,2552);(13,2542);(13,2532)",,,"(13,2542,1)",0,0,300,102,3
20403,204,大师第二章 第3关,数数多少个字凑十个吧,3,1001,#stagePrivew_1001.png,20403-3840,20404,397;207,8125,1,0,1,1;26,,,,,#monster0050_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,,,,,,,,,,,0,0,60,101,5
20404,204,大师第二章 第4关,数数多少个字凑十个吧数数多少个字凑十个吧,4,1001,#stagePrivew_1001.png,20404-3840,20405,455;309,8125,3,0,50,1;27,,,,,#monster0024_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,23,23,,2040401,2040402,,"(13,2553);(13,2543);(13,2533)",,,"(13,2543,1)",0,0,300,102,2
20405,204,大师第二章 第5关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,4,1001,#stagePrivew_1001.png,20405-3840,20406,612;234,8125,3,0,50,1;27,,,,,#monster0028_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,24,24,,2040501,2040502,,"(13,2554);(13,2544);(13,2534)",,,"(13,2544,1)",0,0,300,101,1
20406,204,大师第二章 第6关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,3,1001,#stagePrivew_1001.png,20406-3840,20407,487;440,8125,2,0,1,1;27,,,,,#monster0046_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,,,,,,,,,,,0,0,60,102,5
20407,204,大师第二章 第7关,数数多少个字凑十个吧,4,1001,#stagePrivew_1001.png,20407-3840,20408,632;456,10125,3,0,50,1;28,,,,,#monster0039_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,25,25,,2040701,2040702,,"(13,2551);(13,2541);(13,2531)",,,"(13,2541,1)",0,0,300,101,1
20408,204,大师第二章 第8关,数数多少个字凑十个吧数数多少个字凑十个吧,4,1001,#stagePrivew_1001.png,20408-3840,20409,784;442,10125,30,0,50,1;28,,,,,#monster0002_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,25,25,,2040801,2040802,,"(13,2552);(13,2542);(13,2532)",,,"(13,2542,1)",0,0,300,102,3
20409,204,大师第二章 第9关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,3,1001,#stagePrivew_1001.png,20409-3840,20410,212;422,10125,1,0,1,1;29,,,,,#monster0008_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,,,,,,,,,,,0,0,60,101,5
20410,204,大师第二章 第10关,数数多少个字凑十个吧,4,1001,#stagePrivew_1001.png,20410-3840,20411,830;300,10125,3,0,50,1;29,,,,,#monster0022_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,26,26,,2041001,2041002,,"(13,2553);(13,2543);(13,2533)",,,"(13,2543,1)",0,0,300,102,2
20411,204,大师第二章 第11关,数数多少个字凑十个吧数数多少个字凑十个吧,4,1001,#stagePrivew_1001.png,20411-3840,20412,693;195,12452,3,0,50,1;30,,,,,#monster0042_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,27,27,,2041101,2041102,,"(13,2554);(13,2544);(13,2534)",,,"(13,2544,1)",0,0,300,101,1
20412,204,大师第二章 第12关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,3,1001,#stagePrivew_1001.png,20412-3840,20501,849;183,12452,2,0,1,1;30,,,,,#monster0008_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,,,,,,,,,,,0,0,60,102,5
20501,205,大师第三章 第1关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,4,1005,#stagePrivew_1005.png,20501-3840,20502,297;317,12452,3,0,50,1;30,,,,,#monster0020_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,28,28,,2050101,2050102,,"(13,3051);(13,3041);(13,3031)",,,"(13,3041,1)",0,0,300,101,1
20502,205,大师第三章 第2关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,4,1005,#stagePrivew_1005.png,20502-3840,20503,200;200,12452,20,0,50,1;31,,,,,#monster0070_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,28,28,,2050201,2050202,,"(13,3052);(13,3042);(13,3032)",,,"(13,3042,1)",0,0,300,102,3
20503,205,大师第三章 第3关,数数多少个字凑十个吧,3,1005,#stagePrivew_1005.png,20503-3840,20504,397;207,12452,1,0,1,1;31,,,,,#monster0058_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,,,,,,,,,,,0,0,60,101,5
20504,205,大师第三章 第4关,数数多少个字凑十个吧数数多少个字凑十个吧,4,1005,#stagePrivew_1005.png,20504-3840,20505,455;309,14317,3,0,50,1;32,,,,,#monster0005_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,29,29,,2050401,2050402,,"(13,3053);(13,3043);(13,3033)",,,"(13,3043,1)",0,0,300,102,2
20505,205,大师第三章 第5关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,4,1005,#stagePrivew_1005.png,20505-3840,20506,612;234,14317,3,0,50,1;32,,,,,#monster0020_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,30,30,,2050501,2050502,,"(13,3054);(13,3044);(13,3034)",,,"(13,3044,1)",0,0,300,101,1
20506,205,大师第三章 第6关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,3,1005,#stagePrivew_1005.png,20506-3840,20507,487;440,14317,2,0,1,1;32,,,,,#monster0047_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,,,,,,,,,,,0,0,60,102,5
20507,205,大师第三章 第7关,数数多少个字凑十个吧,4,1005,#stagePrivew_1005.png,20507-3840,20508,632;456,14317,3,0,50,1;33,,,,,#monster0036_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,31,31,,2050701,2050702,,"(13,3055);(13,3045);(13,3035)",,,"(13,3045,1)",0,0,300,101,1
20508,205,大师第三章 第8关,数数多少个字凑十个吧数数多少个字凑十个吧,4,1005,#stagePrivew_1005.png,20508-3840,20509,784;442,14317,30,0,50,1;33,,,,,#monster0069_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,31,31,,2050801,2050802,,"(13,3056);(13,3046);(13,3036)",,,"(13,3046,1)",0,0,300,102,3
20509,205,大师第三章 第9关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,3,1005,#stagePrivew_1005.png,20509-3840,20510,212;422,17385,1,0,1,1;34,,,,,#monster0057_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,,,,,,,,,,,0,0,60,101,5
20510,205,大师第三章 第10关,数数多少个字凑十个吧,4,1005,#stagePrivew_1005.png,20510-3840,20511,830;300,17385,3,0,50,1;34,,,,,#monster0019_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,32,32,,2051001,2051002,,"(13,3053);(13,3043);(13,3033)",,,"(13,3041,1)",0,0,300,102,2
20511,205,大师第三章 第11关,数数多少个字凑十个吧数数多少个字凑十个吧,4,1005,#stagePrivew_1005.png,20511-3840,20512,693;195,17385,3,0,50,1;35,,,,,#monster0009_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,33,33,,2051101,2051102,,"(13,3054);(13,3044);(13,3034)",,,"(13,3042,1)",0,0,300,101,1
20512,205,大师第三章 第12关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,3,1005,#stagePrivew_1005.png,20512-3840,20601,849;183,17385,2,0,1,1;35,,,,,#monster0009_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,,,,,,,,,,,0,0,60,102,5
20601,206,大师第四章 第1关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,4,1002,#stagePrivew_1002.png,20601-3840,20602,297;317,17385,3,0,50,1;35,,,,,#monster0018_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,34,34,,2060101,2060102,,"(13,3551);(13,3541);(13,3531)",,,"(13,3541,1)",0,0,300,101,1
20602,206,大师第四章 第2关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,4,1002,#stagePrivew_1002.png,20602-3840,20603,200;200,19322,20,0,50,1;36,,,,,#monster0001_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,35,35,,2060201,2060202,,"(13,3552);(13,3542);(13,3532)",,,"(13,3542,1)",0,0,300,102,3
20603,206,大师第四章 第3关,数数多少个字凑十个吧,3,1002,#stagePrivew_1002.png,20603-3840,20604,397;207,19322,1,0,1,1;36,,,,,#monster0005_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,,,,,,,,,,,0,0,60,101,5
20604,206,大师第四章 第4关,数数多少个字凑十个吧数数多少个字凑十个吧,4,1002,#stagePrivew_1002.png,20604-3840,20605,455;309,19322,3,0,50,1;37,,,,,#monster0022_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,37,37,,2060401,2060402,,"(13,3553);(13,3543);(13,3533)",,,"(13,3543,1)",0,0,300,102,2
20605,206,大师第四章 第5关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,4,1002,#stagePrivew_1002.png,20605-3840,20606,612;234,19322,3,0,50,1;37,,,,,#monster0028_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,38,38,,2060501,2060502,,"(13,3554);(13,3544);(13,3534)",,,"(13,3544,1)",0,0,300,101,1
20606,206,大师第四章 第6关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,3,1002,#stagePrivew_1002.png,20606-3840,20607,487;440,19322,2,0,1,1;37,,,,,#monster0032_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,,,,,,,,,,,0,0,60,102,5
20607,206,大师第四章 第7关,数数多少个字凑十个吧,4,1002,#stagePrivew_1002.png,20607-3840,20608,632;456,21352,3,0,50,1;38,,,,,#monster0056_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,40,40,,2060701,2060702,,"(13,3555);(13,3545);(13,3535)",,,"(13,3545,1)",0,0,300,101,1
20608,206,大师第四章 第8关,数数多少个字凑十个吧数数多少个字凑十个吧,4,1002,#stagePrivew_1002.png,20608-3840,20609,784;442,21352,30,0,50,1;38,,,,,#monster0029_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,41,41,,2060801,2060802,,"(13,3556);(13,3546);(13,3536)",,,"(13,3546,1)",0,0,300,102,3
20609,206,大师第四章 第9关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,3,1002,#stagePrivew_1002.png,20609-3840,20610,212;422,21352,1,0,1,1;39,,,,,#monster0032_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,,,,,,,,,,,0,0,60,101,5
20610,206,大师第四章 第10关,数数多少个字凑十个吧,4,1002,#stagePrivew_1002.png,20610-3840,20611,830;300,21352,3,0,50,1;39,,,,,#monster0019_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,43,43,,2061001,2061002,,"(13,3553);(13,3543);(13,3533)",,,"(13,3541,1)",0,0,300,102,2
20611,206,大师第四章 第11关,数数多少个字凑十个吧数数多少个字凑十个吧,4,1002,#stagePrivew_1002.png,20611-3840,20612,693;195,24164,3,0,50,1;40,,,,,#monster0060_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,44,44,,2061101,2061102,,"(13,3554);(13,3544);(13,3534)",,,"(13,3542,1)",0,0,300,101,1
20612,206,大师第四章 第12关,数数多少个字凑十个吧数数多少个字凑十个吧数数多少个字凑十个吧,3,1002,#stagePrivew_1002.png,20612-3840,20701,849;183,24164,2,0,1,1;40,,,,,#monster0060_headiconM.png,6;0;通关关卡,1;150;通关时间小于150秒,4;25;生命值未低于25%,,,,,,,,,,,0,0,60,102,5
